10000
1,3827.339214,51
2,90752.16448,49
3,1193.29472,38
4,89634.26258,36
5,39407.1532,47
6,25997.41903,39
7,93472.66673,48
8,23415.62943,35
9,6838.981223,48
10,44544.18001,35
11,52678.61429,23
12,10720.68454,36
13,37404.6753,46
14,98285.76637,47
15,41410.03255,24
16,49260.29694,29
17,23582.67969,32
18,7350.385734,32
19,91113.03154,32
20,70439.32899,60
21,61369.63864,19
22,55540.52343,23
23,60295.85638,30
24,8933.101083,51
25,9852.275042,59
26,34964.98494,22
27,34554.95568,27
28,99552.53506,33
29,18975.08717,41
30,44779.14612,57
31,25685.935,33
32,56966.90535,48
33,92516.17055,18
34,60902.42284,40
35,97908.38459,19
36,63398.59047,18
37,35008.15023,25
38,75559.02463,56
39,46980.09015,23
40,41679.33295,49
41,46149.63453,46
42,35507.52404,40
43,49583.66375,25
44,74860.36216,29
45,67764.13947,37
46,75473.12947,27
47,34516.60834,48
48,76638.94539,57
49,15771.90329,50
50,98340.87917,32
51,7145.385356,53
52,87659.74651,45
53,86089.17611,37
54,48155.32829,24
55,97743.20119,46
56,25281.78238,52
57,14833.12317,38
58,48781.54217,27
59,1782.340492,33
60,31238.81077,51
61,57300.95232,43
62,57799.21522,44
63,58424.30511,19
64,3902.667436,51
65,38505.978,34
66,76322.37645,18
67,13159.01372,54
68,16050.76687,38
69,25215.4055,25
70,51100.04905,34
71,56642.34117,24
72,21858.12134,36
73,95600.43913,22
74,61075.82486,41
75,49933.2521,42
76,7965.651788,47
77,61090.95656,52
78,94601.24605,42
79,12751.34632,24
80,38970.53853,38
81,80398.18513,44
82,37648.4861,32
83,63692.89879,60
84,34392.18926,49
85,24584.63222,56
86,97282.48168,40
87,25612.5249,41
88,81044.40629,19
89,87529.01343,33
90,42656.21548,19
91,49883.73517,58
92,86448.28135,31
93,45158.32807,33
94,69995.87597,44
95,33970.83131,37
96,60470.05324,60
97,78661.3699,20
98,70786.84874,44
99,23330.91993,44
100,25417.04767,26
101,34099.67686,52
102,76073.81673,29
103,96874.0296,57
104,3034.184972,48
105,12856.2775,58
106,47440.16546,47
107,39909.32895,21
108,3074.302359,31
109,89519.60189,25
110,72296.72692,47
111,75424.69885,34
112,18263.01792,53
113,30175.24317,56
114,38552.61593,26
115,69295.37187,36
116,89156.86917,60
117,40676.4845,57
118,89271.13375,21
119,22740.78605,38
120,90212.38604,44
121,92623.02629,59
122,282.9692247,41
123,53504.67141,58
124,80498.44774,33
125,11894.9281,28
126,2713.694234,22
127,22245.14465,47
128,71331.54344,26
129,16639.03717,20
130,8751.274939,21
131,56233.37304,38
132,64381.78151,20
133,3632.869155,24
134,19578.66807,19
135,22050.66154,18
136,83499.89504,40
137,37996.21964,32
138,76938.64858,56
139,29225.50888,58
140,18145.35919,52
141,3676.36952,54
142,10327.79725,57
143,51193.04798,27
144,23408.45479,44
145,24984.78815,45
146,53591.05717,18
147,49296.34162,48
148,73330.38133,39
149,50247.89233,59
150,71335.45183,60
151,79388.13884,45
152,29879.94691,45
153,11757.9408,49
154,90513.96595,50
155,53390.64248,40
156,90388.25047,42
157,33809.41864,33
158,61473.51879,24
159,84955.12746,31
160,35687.99116,52
161,93376.54471,26
162,35324.86891,40
163,57209.16427,23
164,62097.19619,52
165,71975.31345,38
166,19444.21467,21
167,97841.54698,55
168,67951.19359,20
169,78060.48567,45
170,56251.92382,33
171,7338.43555,18
172,95373.15787,37
173,90523.53554,19
174,97747.59508,42
175,37576.56805,33
176,26388.91684,32
177,20160.80214,36
178,80600.99776,35
179,99920.12339,24
180,44262.54267,21
181,75230.34504,51
182,11619.78065,35
183,28315.82784,34
184,47971.35427,41
185,63858.47784,45
186,97102.09607,45
187,125.3640744,29
188,1540.306282,41
189,95269.2884,20
190,63614.14865,37
191,68533.00057,29
192,68089.99255,35
193,85237.09741,32
194,76089.79199,51
195,85676.0678,43
196,33779.37587,40
197,99552.76158,49
198,26129.04695,19
199,9757.845816,40
200,11479.04365,55
201,9994.957993,38
202,39590.44292,45
203,87065.58723,30
204,79447.34483,43
205,34345.96248,56
206,37792.53447,32
207,96424.39508,24
208,46552.91871,25
209,13389.34802,58
210,38610.94328,34
211,84897.72165,45
212,19087.14449,24
213,12294.58187,52
214,69960.19938,44
215,73595.13495,20
216,69166.04433,47
217,37101.52172,55
218,68631.50904,31
219,92480.56443,58
220,38404.05025,24
221,11367.99514,18
222,62802.3315,52
223,21870.69638,49
224,20198.03106,51
225,87878.08703,30
226,92145.49565,37
227,24415.09886,26
228,54392.85381,45
229,33128.57276,54
230,15881.88921,49
231,596.8168103,22
232,56752.37228,52
233,30312.98052,44
234,96964.09138,33
235,5692.132326,41
236,46188.36022,43
237,48308.72967,19
238,88248.62405,23
239,1631.276792,60
240,87326.11774,56
241,29579.67837,47
242,66935.18845,36
243,860.6857971,36
244,72299.34099,21
245,79191.66083,45
246,6556.147752,22
247,10325.807,19
248,11978.79941,27
249,78816.10096,19
250,56347.26483,50
251,46421.33294,44
252,35591.92595,27
253,73010.83028,41
254,6079.121316,60
255,97753.69162,53
256,28946.31455,18
257,18891.85674,43
258,87304.76094,18
259,65614.16006,53
260,17453.23475,52
261,10425.50759,51
262,50683.85668,50
263,12250.45015,38
264,64029.71722,18
265,23427.63189,23
266,7354.468807,53
267,96288.31067,46
268,24780.36627,45
269,946.9071306,30
270,53766.79016,28
271,93269.27945,33
272,92383.55304,45
273,40465.39972,37
274,50569.70568,53
275,93711.9205,30
276,53827.1555,28
277,79100.12654,44
278,92090.66223,35
279,80192.65323,42
280,74406.45771,56
281,5571.474976,57
282,60320.27603,23
283,48467.18706,19
284,37166.91654,30
285,6904.117071,18
286,81495.93751,56
287,95799.16229,29
288,42092.36763,24
289,52786.81523,32
290,26437.85228,29
291,62662.21532,47
292,38907.73065,28
293,94029.07734,39
294,11436.9024,54
295,21295.19731,33
296,1123.633414,34
297,73489.31987,20
298,38936.0742,23
299,36330.0358,39
300,74146.80011,33
301,88660.08926,40
302,95389.36965,32
303,25854.47563,33
304,47239.07202,56
305,86752.47193,35
306,79593.30047,47
307,54949.06846,55
308,13249.57705,28
309,55943.7518,50
310,84249.77932,60
